position,entity name,examples,norms,RESTAURANT-TYPE
LOCATION-TYPE,ITAEWON,이태원,이태원,
LOCATION-TYPE,SONGPA,송파,송파,
LOCATION-TYPE,JONGNO,종로,종로,
LOCATION-TYPE,DAEGU,대구,대구,
LOCATION-TYPE,WULSAN,울산,울산,
LOCATION-TYPE,DAEJEON,대전,대전,
LOCATION-TYPE,BUSAN,부산,부산,
LOCATION-TYPE,JEONJU,전주,전주,
LOCATION-TYPE,GUNSAN,군산,군산,
LOCATION-TYPE,IKSAN,익산,익산,
LOCATION-TYPE,JEONGEUP,정읍,정읍,
LOCATION-TYPE,NAMWON,남원,남원,
LOCATION-TYPE,GIMJE,김제,김제,
LOCATION-TYPE,WANJU,완주,완주,
LOCATION-TYPE,JINAN,진안,진안,
LOCATION-TYPE,MUJU,무주,무주,
LOCATION-TYPE,JANGSU,장수,장수,
LOCATION-TYPE,IMSIL,임실,임실,
LOCATION-TYPE,SUNCHANG,순창,순창,
LOCATION-TYPE,GOCHANG,고창,고창,
LOCATION-TYPE,BUAN,부안,부안,
LOCATION-TYPE,TAEAN,태안,태안,
LOCATION-TYPE,CHEONAN,천안,천안,
LOCATION-TYPE,GONGJU,공주,공주,
LOCATION-TYPE,BORYEONG,보령,보령,
LOCATION-TYPE,ASAN,아산,아산,
LOCATION-TYPE,SEOSAN,서산,서산,
LOCATION-TYPE,NONSAN,논산,논산,
LOCATION-TYPE,GYERYONG,계룡,계룡,
LOCATION-TYPE,DANGJIN,당진,당진,
LOCATION-TYPE,GEUMSAN,금산,금산,
LOCATION-TYPE,BUYEO,부여,부여,
LOCATION-TYPE,SEOCHEON,서천,서천,
LOCATION-TYPE,CHEONGYANG,청양,청양,
LOCATION-TYPE,HONGSEONG,홍성,홍성,
LOCATION-TYPE,YESAN,예산,예산,
LOCATION-TYPE,TAESAN,태안,태안,
LOCATION-TYPE,CHEONGJU,청주,청주,
LOCATION-TYPE,CHUNGJU,충주,충주,
LOCATION-TYPE,JECHEON,제천,제천,
LOCATION-TYPE,BOEUN,보은,보은,
LOCATION-TYPE,OKCHEON,옥천,옥천,
LOCATION-TYPE,YEONGDONG,영동,영동,
LOCATION-TYPE,JINCHEON,진천,진천,
LOCATION-TYPE,GOISAN,괴산,괴산,
LOCATION-TYPE,EUMSEONG,음성,음성,
LOCATION-TYPE,DANYANG,단양,단양,
LOCATION-TYPE,JEUNGPYEONG,증평,증평,
LOCATION-TYPE,JEJU,제주,제주,
LOCATION-TYPE,SEGUIPO,서귀포,서귀포,
LOCATION-TYPE,GOSEONG,고성,고성,
LOCATION-TYPE,CHANGWON,창원,창원,
LOCATION-TYPE,JINJU,진주,진주,
LOCATION-TYPE,TONGYEONG,통영,통영,
LOCATION-TYPE,SACHEON,사천,사천,
LOCATION-TYPE,UIRYEONG,의령,의령,
LOCATION-TYPE,HAMAN,함안,함안,
LOCATION-TYPE,CHANGNYEONG,창녕,창녕,
LOCATION-TYPE,GIMHAE,김해,김해,
LOCATION-TYPE,MILYANG,밀양,밀양,
LOCATION-TYPE,GEOJE,거제,거제,
LOCATION-TYPE,YANGSAN,양산,양산,
LOCATION-TYPE,NAMHAE,남해,남해,
LOCATION-TYPE,HADONG,하동,하동,
LOCATION-TYPE,SANCHEONG,산청,산청,
LOCATION-TYPE,HAMYANG,함양,함양,
LOCATION-TYPE,GEOCHANG,거창,거창,
LOCATION-TYPE,HAPCHEON,합천,합천,
LOCATION-TYPE,POHANG,포항,포항,
LOCATION-TYPE,GYEONGJU,경주,경주,
LOCATION-TYPE,GIMCHEON,김천,김천,
LOCATION-TYPE,ANDONG,안동,안동,
LOCATION-TYPE,MUNGYEONG,문경,문경,
LOCATION-TYPE,GYEONGSAN,경산,경산,
LOCATION-TYPE,GUNWI,군위,군위,
LOCATION-TYPE,UISEONG,의성,의성,
LOCATION-TYPE,GUMI,구미,구미,
LOCATION-TYPE,YEONGJU,영주,영주,
LOCATION-TYPE,YEONGCHEON,영천,영천,
LOCATION-TYPE,SANGJU,상주,상주,
LOCATION-TYPE,CHEONGSONG,청송,청송,
LOCATION-TYPE,YEONGYANG,영양,영양,
LOCATION-TYPE,YEONGDEOK,영덕,영덕,
LOCATION-TYPE,CHEONGDO,청도,청도,
LOCATION-TYPE,GORYEONG,고령,고령,
LOCATION-TYPE,SEONGJU,성주,성주,
LOCATION-TYPE,CHILGOK,칠곡,칠곡,
LOCATION-TYPE,YECHEON,예천,예천,
LOCATION-TYPE,BONGHWA,봉화,봉화,
LOCATION-TYPE,WULJIN,울진,울진,
LOCATION-TYPE,WULLEUNG,울릉,울릉,
LOCATION-TYPE,MOKPO,목포,목포,
LOCATION-TYPE,YEOSU,여수,여수,
LOCATION-TYPE,SUNCHEON,순천,순천,
LOCATION-TYPE,NAJU,나주,나주,
LOCATION-TYPE,GOHEUNG,고흥,고흥,
LOCATION-TYPE,BOSEONG,보성,보성,
LOCATION-TYPE,HWASUN,화순,화순,
LOCATION-TYPE,JANGHEUNG,장흥,장흥,
LOCATION-TYPE,GWANGYANG,광양,광양,
LOCATION-TYPE,DAMYANG,담양,담양,
LOCATION-TYPE,GOKSEONG,곡성,곡성,
LOCATION-TYPE,GURYE,구례,구례,
LOCATION-TYPE,GANGJIN,강진,강진,
LOCATION-TYPE,HAENAM,해남,해남,
LOCATION-TYPE,YEONGAM,영암,영암,
LOCATION-TYPE,MUAN,무안,무안,
LOCATION-TYPE,HAMPYEONG,함평,함평,
LOCATION-TYPE,YEONGGWANG,영광,영광,
LOCATION-TYPE,JANGSEONG,장성,장성,
LOCATION-TYPE,WANDO,완도,완도,
LOCATION-TYPE,JINDO,진도,진도,
LOCATION-TYPE,SINAN,신안,신안,
LOCATION-TYPE,GWANGJU,광주,광주,
LOCATION-TYPE,CHUNCHEON,춘천,춘천,
LOCATION-TYPE,WONJU,원주,원주,
LOCATION-TYPE,GANGLEUNG,강릉,강릉,
LOCATION-TYPE,DONGHAE,동해,동해,
LOCATION-TYPE,TAEBAEK,태백,태백,
LOCATION-TYPE,SOKCHO,속초,속초,
LOCATION-TYPE,SAMCHEOK,삼척,삼척,
LOCATION-TYPE,HONGCHEON,홍천,홍천,
LOCATION-TYPE,HOINGSEONG,횡성,횡성,
LOCATION-TYPE,YEONGWOL,영월,영월,
LOCATION-TYPE,PYEONGCHANG,평창,평창,
LOCATION-TYPE,JEONGSEON,정선,정선,
LOCATION-TYPE,CHEOLWON,철원,철원,
LOCATION-TYPE,HWACHEON,화천,화천,
LOCATION-TYPE,YANGGU,양구,양구,
LOCATION-TYPE,INJE,인제,인제,
LOCATION-TYPE,YANGYANG,양양,양양,
LOCATION-TYPE,SUWON,수원,수원,
LOCATION-TYPE,SEONGNAM,성남,성남,
LOCATION-TYPE,GOYANG,고양,고양,
LOCATION-TYPE,YONGIN,용인,용인,
LOCATION-TYPE,BUCHEON,부천,부천,
LOCATION-TYPE,ANSAN,안산,안산,
LOCATION-TYPE,ANYANG,안양,안양,
LOCATION-TYPE,HWASEONG,화성,화성,
LOCATION-TYPE,PYEONGTAEK,평택,평택,
LOCATION-TYPE,UIJEONGBU,의정부,의정부,
LOCATION-TYPE,SIHEUNG,시흥,시흥,
LOCATION-TYPE,PAJU,파주,파주,
LOCATION-TYPE,GWANGMYEONG,광명,광명,
LOCATION-TYPE,GIMPO,김포,김포,
LOCATION-TYPE,GUNPO,군포,군포,
LOCATION-TYPE,GYEONGGI-GWANGJU,경기광주,경기광주,
LOCATION-TYPE,ICHEON,이천,이천,
LOCATION-TYPE,YANGJU,양주,양주,
LOCATION-TYPE,OSAN,오산,오산,
LOCATION-TYPE,GURI,구리,구리,
LOCATION-TYPE,ANSEONG,안성,안성,
LOCATION-TYPE,POCHEON,포천,포천,
LOCATION-TYPE,UIWANG,의왕,의왕,
LOCATION-TYPE,HANAM,하남,하남,
LOCATION-TYPE,YEOJU,여주,여주,
LOCATION-TYPE,YANGPYEONG,양평,양평,
LOCATION-TYPE,DONGDUCHEON,동두천,동두천,
LOCATION-TYPE,GWACHEON,과천,과천,
LOCATION-TYPE,GAPYEONG,가평,가평,
LOCATION-TYPE,YEONCHEON,연천,연천,
LOCATION-TYPE,NAMYANGJU,남양주,남양주,
LOCATION-TYPE,INCHEON,인천,인천,
LOCATION-TYPE,SEOUL,서울,서울,
LOCATION-TYPE,YEONNAMDONG,연남동,연남동,
LOCATION-TYPE,SEONGDONG,성동,성동,
LOCATION-TYPE,GWANGJIN,광진,광진,
LOCATION-TYPE,DONGDAEMUN,동대문,동대문,
LOCATION-TYPE,JUNGRANG,중랑,중랑,
LOCATION-TYPE,SEONGBUK,성북,성북,
LOCATION-TYPE,GANGBUK,강북,강북,
LOCATION-TYPE,DOBONG,도봉,도봉,
LOCATION-TYPE,NOWON,노원,노원,
LOCATION-TYPE,SEODAEMUN,서대문,서대문,
LOCATION-TYPE,MAPO,마포,마포,
LOCATION-TYPE,GANGSEO,강서,강서,
LOCATION-TYPE,GURO,구로,구로,
LOCATION-TYPE,GEUMCHEON,금천,금천,
LOCATION-TYPE,GANGDONG,강동,강동,
LOCATION-TYPE,GWANAK,관악,관악,
LOCATION-TYPE,DONGJAK,동작,동작,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
NOT-SWEET,NOT-SWEET,안 단,달달하지 않은 맛의,
NOT-HOT,NOT-HOT,맵지 않은,맵지 않은 맛의,
NOT-JAGEUKJEOK,NOT-JAGEUKJEOK,안 자극적인,자극적이지 않은 맛의,
NOT-OILY,NOT-OILY,기름지지 않은,기름지지 않은 맛의,
NOT-BLAND,NOT-BLAND,안 싱거운,싱겁지 않은 맛의,
KKALKKEUM,KKALKKEUM,깔끔한 맛의,깔끔한 맛의,
NOT-SALTY,NOT-SALTY,짜지 않은,짜지 않은 맛의,
SWEET,SWEET,달달한,달달한 맛의,
HOT,HOT,매운,매운 맛의,
SWEET-SALTY,SWEET-SALTY,단짠단짠,단짠단짠한 맛의,
SIWON,SIWON,시원한,시원한 맛의,
GOSO,GOSO,고소한,고소한 맛의,
FIRE,FIRE,불맛이 나는,불맛이 나는,
FRESH,FRESH,싱싱한,싱싱한 맛의,
JJONDEUK,JJONDEUK,쫀득쫀득,쫀득쫀득한 느낌의,
CRUNCHY,CRUNCHY,바삭바삭한,바삭바삭한 식감의,
OILY,OILY,기름진,기름진 느낌의,
TTAKKEUN,TTAKKEUN,따끈따끈한,따끈한 느낌의,
CHEWY,CHEWY,탱글탱글,탱글탱글한 느낌의,
FUDGY,FUDGY,꾸덕한,꾸덕한 느낌의,
CREAMY,CREAMY,부드러운,크리미한 느낌의,
STRONG,STRONG,진한,진한 느낌의,
SPICY-SWEET,SPICY-SWEET,맵달맵달,맵달한 맛의,
COLD,COLD,차가운,차가운,
LOVER,여친,GOOD-TO-GO1,애인과 함께,
LOVER,남친,GOOD-TO-GO1,애인과 함께,
LOVER,애인,GOOD-TO-GO1,애인과 함께,
LOVER,여자친구,GOOD-TO-GO1,애인과 함께,
LOVER,남자친구,GOOD-TO-GO1,애인과 함께,
LOVER,약혼자,GOOD-TO-GO1,애인과 함께,
LOVER,약혼녀,GOOD-TO-GO1,애인과 함께,
LOVER,커플,GOOD-TO-GO1,애인과 함께,
LOVER,부인,GOOD-TO-GO1,애인과 함께,
LOVER,와이프,GOOD-TO-GO1,애인과 함께,
LOVER,남편,GOOD-TO-GO1,애인과 함께,
LOVER,신랑,GOOD-TO-GO1,애인과 함께,
LOVER,마누라,GOOD-TO-GO1,애인과 함께,
LOVER,안사람,GOOD-TO-GO1,애인과 함께,
LOVER,집사람,GOOD-TO-GO1,애인과 함께,
LOVER,아내,GOOD-TO-GO1,애인과 함께,
LOVER,파트너,GOOD-TO-GO1,애인과 함께,
LOVER,동반자,GOOD-TO-GO1,애인과 함께,
LOVER,동거인여친,GOOD-TO-GO1,애인과 함께,
LOVER,남친,GOOD-TO-GO1,애인과 함께,
LOVER,애인,GOOD-TO-GO1,애인과 함께,
LOVER,여자친구,GOOD-TO-GO1,애인과 함께,
LOVER,남자친구,GOOD-TO-GO1,애인과 함께,
LOVER,약혼자,GOOD-TO-GO1,애인과 함께,
LOVER,약혼녀,GOOD-TO-GO1,애인과 함께,
LOVER,커플,GOOD-TO-GO1,애인과 함께,
LOVER,부인,GOOD-TO-GO1,애인과 함께,
LOVER,와이프,GOOD-TO-GO1,애인과 함께,
LOVER,남편,GOOD-TO-GO1,애인과 함께,
LOVER,신랑,GOOD-TO-GO1,애인과 함께,
LOVER,마누라,GOOD-TO-GO1,애인과 함께,
LOVER,안사람,GOOD-TO-GO1,애인과 함께,
LOVER,집사람,GOOD-TO-GO1,애인과 함께,
LOVER,아내,GOOD-TO-GO1,애인과 함께,
LOVER,파트너,GOOD-TO-GO1,애인과 함께,
LOVER,동반자,GOOD-TO-GO1,애인과 함께,
LOVER,동거인,GOOD-TO-GO1,애인과 함께,
FRIEND,친구들,GOOD-TO-GO1,친구와 함께,
FRIEND,친구,GOOD-TO-GO1,친구와 함께,
FRIEND,절친들,GOOD-TO-GO1,친구와 함께,
FRIEND,절친,GOOD-TO-GO1,친구와 함께,
FRIEND,남사친들,GOOD-TO-GO1,친구와 함께,
FRIEND,남사친,GOOD-TO-GO1,친구와 함께,
FRIEND,여사친들,GOOD-TO-GO1,친구와 함께,
FRIEND,여사친,GOOD-TO-GO1,친구와 함께,
FRIEND,베프들,GOOD-TO-GO1,친구와 함께,
FRIEND,베프,GOOD-TO-GO1,친구와 함께,
FRIEND,직장 동료들,GOOD-TO-GO1,친구와 함께,
FRIEND,직장 동료,GOOD-TO-GO1,친구와 함께,
FRIEND,동료들,GOOD-TO-GO1,친구와 함께,
FRIEND,동료,GOOD-TO-GO1,친구와 함께,
FRIEND,동기들,GOOD-TO-GO1,친구와 함께,
FRIEND,동기,GOOD-TO-GO1,친구와 함께,
FRIEND,선배들,GOOD-TO-GO1,친구와 함께,
FRIEND,선배,GOOD-TO-GO1,친구와 함께,
FRIEND,후배들,GOOD-TO-GO1,친구와 함께,
FRIEND,후배,GOOD-TO-GO1,친구와 함께,
FRIEND,선후배들,GOOD-TO-GO1,친구와 함께,
FRIEND,선후배,GOOD-TO-GO1,친구와 함께,
FRIEND,동창들,GOOD-TO-GO1,친구와 함께,
FRIEND,동창,GOOD-TO-GO1,친구와 함께,
FAMILY,부모님,GOOD-TO-GO1,가족과 함께,
FAMILY,부모,GOOD-TO-GO1,가족과 함께,
FAMILY,엄마,GOOD-TO-GO1,가족과 함께,
FAMILY,아빠,GOOD-TO-GO1,가족과 함께,
FAMILY,어머니,GOOD-TO-GO1,가족과 함께,
FAMILY,아버지,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 동생들,GOOD-TO-GO1,가족과 함께,
